"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"
[2026-01-28 07:47 | Marcus Yabuta] Hey Jason, I believe there are a few different items we need to address: I had my developer review the attached logs. The error logs listed on the log indicates serialization issue, which sometimes it is caused by the user's layout. Is the user getting the serialization issue frequently? We might need to have our team run a script to clear the potentially corrupt serialization. Regarding the Froze & Crash: Does the user get an error message on the screen? How long does it freeze for? Any specific screen? Load Report failed: How did it fail? Marcus Y

[2026-01-28 08:20 | Jason Kennedy] Hey Marcus: I believe there are a few different items we need to address: I had my developer review the attached logs. The error logs listed on the log indicates serialization issue, which sometimes it is caused by the user's layout. Is the user getting the serialization issue frequently? We might need to have our team run a script to clear the potentially corrupt serialization. I am not sure how to verify which issue they are getting. We were tracking crashes and submitting screen shots for a few weeks in December. Can you help us identify?Regarding the Froze & Crash:Does the user get an error message on the screen? Yes they doHow long does it freeze for? It freezes and then gives an error and closesAny specific screen? No, it sseems to be as they click around through the menusLoad Report failed:How did it fail? I am not sure on this one.

[2026-01-28 09:20 | Jason Kennedy] Hey Marcus:I believe there are a few different items we need to address:I had my developer review the attached logs. The error logs listed on the log indicates serialization issue, which sometimes it is caused by the user's layout. Is the user getting the serialization issue frequently? We might need to have our team run a script to clear the potentially corrupt serialization. I am not sure how to verify which issue they are getting. We were tracking crashes and submitting screen shots for a few weeks in December. Can you help us identify?Regarding the Froze & Crash:Does the user get an error message on the screen? Yes they doHow long does it freeze for? It freezes and then gives an error and closesAny specific screen? No, it sseems to be as they click around through the menusLoad Report failed:How did it fail? I am not sure on this one.

[2026-01-30 07:42 | Ben Aplin] Increased to S1. Talked to Jason, it sounds like they've users crashing 20+ times per day since October.

[2026-01-30 08:04 | Ben Aplin] Hi Jason -

[2026-01-30 08:42 | Ben Aplin] Increased to S1. Talked to Jason, it sounds like they've users crashing 20+ times per day since October.

[2026-01-30 09:04 | Ben Aplin] Hi Jason - Between then and now, we'll meet internally and ideally be able to provide some guidance as to how we believe this can be navigated. Ben

[2026-03-16 01:52 | Jason Kennedy] We were able to resolve this with a time issue on our DC. Than you all for your help"
"20929455","CRYSTAL REPORTS","[2025-12-17 08:40 | Devin Hill] I am trying to run a report in Crystal Reports, but it is giving me this popup box with no options to choose from.

[2025-12-18 06:27 | Lisa Ward] Called and left a message for Devin

[2025-12-19 08:18 | Jimmy Biondo] Was this a new report they were trying to create or an existing report? The main reason to get this would be if it cannot find the data source associated with the report or if creating a new report which data source to use.

[2025-12-26 03:40 | Chris Holloway] Hi Devin, Was this a new report they were trying to create or an existing report? The main reason to get this would be if it cannot find the data source associated with the report or if creating a new report which data source to use.We can set up a time to call and help with this today, if you are available.

[2025-12-29 05:04 | Devin Hill] I received this notification while trying to run an existing report. I am in the office 12/29 & 12/30 from 8-4:30am this week and then back in the office the week of January 5th.

[2026-01-08 01:37 | Sachin Yadav] Hi Devin, Please let me know if you are available, and we can set up a Webex session. Sachin

[2026-01-09 09:11 | Sachin Yadav] We need to choose the current Data source and highlight it, and then replace it with the connections listed below, as in this case, it was your Impresa real SQL server name - SQLSERVER\LOID2016, and then click Update. Once this has been updated, you can refresh your report and have it ready to use. Sachin"
"20929385","Utility payment error (double payments being reflected)","[2025-12-17 08:24 | MICHELLE VOS] I was checking a couple of customers accounts prior to processing penalties and printing past due notices. I found a customer was showing two payments on the same day and for the same amount. I continued checking and found the next few customers showing the same thing.I have reviewed a number of reports within the cash register options, as well as utility billing, but I cannot find exactly what happened. We were having issues with the computer getting hung up while trying to post the deposit in the Cash Register side, and I am afraid it was posted twice. My GL accounts do not appear to be credited twice, it appears that it was just applied to customers utility accounts twice. (customer history shows it twice, but payment reports from cash register side and utility billing side do not show it entered twice). I have added images from the UB reports:

[2025-12-17 11:09 | MICHELLE VOS] With further review, I believe while in the Cash Register module, our new employee had forgotten to update the batch number when she selected to Post the batch. Therefore, the previous batch was applied to Utility Billing customer balances twice. I will be in on Thursday around 8:15, if anyone is able to call soon after that. We hope to get past due notices done tomorrow, then begin with meter reading which needs to begin Friday morning. Michelle Michelle Vos City Utility Clerk utilityclerk@sanborniowa.gov OFFICE: 712-930-3842 | FAX: 712-930-3060

[2025-12-19 01:54 | MICHELLE VOS] WE NEED A SUPPORT CALL! We are unable to move forward! I need to apply past due charges and prepare late notices, so I can then begin with meter reading. I have multiple accounts which have inaccurate balances due to payments being applied to their account twice. It also appears payments are now doubled up in our GL as well.Also making things difficult is an overlapping of dates which were used within cash register payments and deposit dates. Now when running payment reports, there are payments which are picked up, but were not actually a part of the particular deposit their dating falls into. We have sat idle for nearly two days and with the holiday next week we will be closed and unable to get billing completed. A response to at least know that someone is seeing this would be greatly appreciated.
